0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0	0.0	0.0	0.0	-25	-0.1	34	3.5	0.0
0.0500000007451	-6.79937076569	-9.0989112854	3.1409215756	-25	-0.1	34	3.5	0.0
0.0500000007451	-6.79769229889	-9.09743499756	-3.13998095904	-25	-0.1	34	3.5	0.0
0.10000000149	-6.79769229889	-9.09743499756	-3.13998095904	-25	-0.1	34	3.5	0.0
0.15000000596	-6.79428720474	-9.09595108032	3.14117230175	-25	-0.1	34	3.5	0.0
0.15000000596	-6.79428720474	-9.09595108032	3.14117230175	-25	-0.1	34	3.5	0.0
0.20000000298	-6.78726196289	-9.09555339813	3.13058921444	-25	-0.1	34	3.5	0.0
0.25	-6.77827310562	-9.09650993347	3.11970443788	-25	-0.1	34	3.5	0.0
0.25	-6.76959514618	-9.0976934433	3.10460282354	-25	-0.1	34	3.5	0.0
0.300000011921	-6.76959514618	-9.0976934433	3.10460282354	-25	-0.1	34	3.5	0.0
0.34999999404	-6.76202487946	-9.09679222107	3.08165783311	-25	-0.1	34	3.5	0.0
0.40000000596	-6.75622415543	-9.0926733017	3.05071647728	-25	-0.1	34	3.5	0.0
0.40000000596	-6.75622415543	-9.0926733017	3.05071647728	-25	-0.1	34	3.5	0.0
0.449999988079	-6.75217580795	-9.08628082275	3.01107923143	-25	-0.1	34	3.5	0.0
